experiment_id,run,sample_index,timestamp_ms,sensor,channel,phase,raw_value,raw_valid,injection,fault_active,expected_fault,injected_value,injected_valid,detected_flags,active_flags,health_score,state
sht30_temperature_v02,0,30,31137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,31,32137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,32,33137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,33,34137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,34,35137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,35,36137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,36,37137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,37,38137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,38,39137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,39,40137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,40,41137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,41,42137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,42,43137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,43,44137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,44,45137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,45,46137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,46,47137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,47,48137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,48,49137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,49,50137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,50,51137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,51,52137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,52,53137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,53,54137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,54,55137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,55,56137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,56,57137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,57,58137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,58,59137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,59,60137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,60,61137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,61,62137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,62,63137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,63,64137,SHT30,temperature_C,BASELINE,27.29916,True,PASS,False,NONE,27.29916,True,0,,100,HEALTHY
sht30_temperature_v02,0,64,65137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,65,66137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,66,67137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,67,68137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,68,69137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,69,70137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,70,71137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,71,72137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,72,73137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,73,74137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,74,75137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,75,76137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,76,77137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,77,78137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,78,79137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,79,80137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,80,81137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,81,82137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,82,83137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,83,84137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,84,85137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,85,86137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,86,87137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,87,88137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,88,89137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,89,90137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,90,91137,SHT30,temperature_C,BASELINE,27.29916,True,PASS,False,NONE,27.29916,True,0,,100,HEALTHY
sht30_temperature_v02,0,91,92137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,92,93137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,93,94137,SHT30,temperature_C,BASELINE,27.29916,True,PASS,False,NONE,27.29916,True,0,,100,HEALTHY
sht30_temperature_v02,0,94,95137,SHT30,temperature_C,BASELINE,27.29916,True,PASS,False,NONE,27.29916,True,0,,100,HEALTHY
sht30_temperature_v02,0,95,96137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,96,97137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,97,98137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,98,99137,SHT30,temperature_C,BASELINE,27.29916,True,PASS,False,NONE,27.29916,True,0,,100,HEALTHY
sht30_temperature_v02,0,99,100137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,100,101137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,101,102137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,102,103137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,103,104137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,104,105137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,105,106137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,106,107137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,107,108137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,108,109137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,109,110137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,110,111137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,111,112137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,112,113137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,113,114137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,114,115137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,115,116137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,116,117137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,117,118137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,118,119137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,119,120137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,120,121137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,121,122137,SHT30,temperature_C,BASELINE,27.31251,True,PASS,False,NONE,27.31251,True,0,,100,HEALTHY
sht30_temperature_v02,0,122,123137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,123,124137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,124,125137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,125,126137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,126,127137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,127,128137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,128,129137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,129,130137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,130,131137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,131,132137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,132,133137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,133,134137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,134,135137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,135,136137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,136,137137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,137,138137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,138,139137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,139,140137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,140,141137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,141,142137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,142,143137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,143,144137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,144,145137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,145,146137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,146,147137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,147,148137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,148,149137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,149,150137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,150,151137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,151,152137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,152,153137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,153,154137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,154,155137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,155,156137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,156,157137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,157,158137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,158,159137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,159,160137,SHT30,temperature_C,BASELINE,27.38194,True,PASS,False,NONE,27.38194,True,0,,100,HEALTHY
sht30_temperature_v02,0,160,161137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,161,162137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,162,163137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,163,164137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,164,165137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,165,166137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,166,167137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,167,168137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,168,169137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,169,170137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,170,171137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,171,172137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,172,173137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,173,174137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,174,175137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,175,176137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,176,177137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,177,178137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,178,179137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,179,180137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,180,181137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,181,182137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,182,183137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
sht30_temperature_v02,0,183,184137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,184,185137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,185,186137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,186,187137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,187,188137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,188,189137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,189,190137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,190,191137,SHT30,temperature_C,BASELINE,27.36858,True,PASS,False,NONE,27.36858,True,0,,100,HEALTHY
sht30_temperature_v02,0,191,192137,SHT30,temperature_C,BASELINE,27.35523,True,PASS,False,NONE,27.35523,True,0,,100,HEALTHY
sht30_temperature_v02,0,192,193137,SHT30,temperature_C,BASELINE,27.32586,True,PASS,False,NONE,27.32586,True,0,,100,HEALTHY
sht30_temperature_v02,0,193,194137,SHT30,temperature_C,BASELINE,27.33921,True,PASS,False,NONE,27.33921,True,0,,100,HEALTHY
