# SensorTrust v0.1 scenario dataset
# scenario: healthy_dynamic
# expected: NONE
# channel: temperature_C
# sample_interval_ms: 1000
#config: min_value=-40.0 max_value=85.0 stuck_epsilon=0.01 stuck_window=20 spike_threshold=3.0 drift_window=24 drift_threshold=0.01 missing_limit=3
timestamp_ms,value,valid
93000,25.4037,1
94000,25.3218,1
95000,25.3055,1
96000,25.2627,1
97000,25.2728,1
98000,25.3924,1
99000,25.4692,1
100000,25.4759,1
101000,25.3807,1
102000,25.2886,1
103000,25.3521,1
104000,25.4489,1
105000,25.4616,1
106000,25.4269,1
107000,25.3487,1
108000,25.4120,1
109000,25.4059,1
110000,25.4396,1
111000,25.3705,1
112000,25.5111,1
113000,25.5045,1
114000,25.3618,1
115000,25.3915,1
116000,25.5116,1
117000,25.3965,1
118000,25.5334,1
119000,25.4514,1
120000,25.4914,1
121000,25.4969,1
122000,25.4026,1
123000,25.4206,1
124000,25.4184,1
125000,25.5079,1
126000,25.5138,1
127000,25.4051,1
128000,25.5599,1
129000,25.4705,1
130000,25.4384,1
131000,25.4811,1
132000,25.5937,1
133000,25.5136,1
134000,25.5303,1
135000,25.5932,1
136000,25.6054,1
137000,25.5689,1
138000,25.5041,1
139000,25.5421,1
140000,25.6084,1
141000,25.5898,1
142000,25.5518,1
143000,25.5091,1
144000,25.5171,1
145000,25.5944,1
146000,25.5637,1
147000,25.4582,1
148000,25.6006,1
149000,25.6432,1
150000,25.6257,1
151000,25.6495,1
152000,25.6559,1
153000,25.5846,1
154000,25.6392,1
155000,25.5611,1
156000,25.5087,1
157000,25.5634,1
158000,25.5590,1
159000,25.6872,1
160000,25.6420,1
161000,25.6163,1
162000,25.6362,1
163000,25.5405,1
164000,25.6263,1
165000,25.6633,1
166000,25.6058,1
167000,25.5800,1
168000,25.6160,1
169000,25.6031,1
170000,25.6793,1
171000,25.5744,1
172000,25.5679,1
173000,25.6161,1
174000,25.6966,1
175000,25.7131,1
176000,25.6969,1
177000,25.7557,1
178000,25.6457,1
179000,25.5823,1
180000,25.6778,1
181000,25.6727,1
182000,25.6237,1
183000,25.7251,1
184000,25.6637,1
185000,25.6469,1
186000,25.6685,1
187000,25.7956,1
188000,25.6121,1
189000,25.6865,1
190000,25.6741,1
191000,25.6623,1
192000,25.7123,1
193000,25.6737,1
194000,25.8172,1
195000,25.7374,1
196000,25.7806,1
197000,25.6773,1
198000,25.7415,1
199000,25.7737,1
200000,25.8248,1
201000,25.7100,1
202000,25.7557,1
203000,25.8386,1
204000,25.8377,1
205000,25.7207,1
206000,25.7866,1
207000,25.8351,1
208000,25.7657,1
209000,25.8251,1
210000,25.8269,1
211000,25.8925,1
212000,25.8126,1
213000,25.8418,1
214000,25.7794,1
215000,25.8597,1
216000,25.7815,1
217000,25.8208,1
218000,25.7968,1
219000,25.7898,1
220000,25.7594,1
221000,25.7811,1
222000,25.8487,1
223000,25.7940,1
224000,25.7566,1
225000,25.9119,1
226000,25.8121,1
227000,25.9460,1
228000,25.8824,1
229000,25.8442,1
230000,25.9448,1
231000,25.9534,1
232000,25.8420,1
233000,25.8068,1
234000,25.9136,1
235000,25.9577,1
236000,25.9147,1
237000,25.9537,1
238000,25.8831,1
239000,25.9280,1
240000,25.8608,1
241000,25.8934,1
242000,25.8917,1
243000,25.8965,1
244000,25.9033,1
245000,25.9886,1
246000,25.8650,1
247000,25.8758,1
248000,25.8895,1
249000,26.0366,1
250000,25.9508,1
251000,25.8606,1
252000,26.0209,1
253000,26.0323,1
254000,26.0256,1
255000,25.9370,1
256000,26.0159,1
257000,25.9339,1
258000,25.9041,1
259000,26.0535,1
260000,26.0508,1
261000,25.9302,1
262000,26.0678,1
263000,25.9005,1
264000,25.9611,1
265000,25.9058,1
266000,25.9412,1
267000,25.9435,1
268000,26.0578,1
269000,25.9777,1
270000,25.9602,1
271000,25.9628,1
272000,25.9922,1
273000,26.1060,1
274000,26.0588,1
275000,25.9617,1
276000,26.0820,1
277000,26.0560,1
278000,26.0423,1
279000,26.0619,1
280000,26.0905,1
281000,26.1241,1
282000,26.0689,1
283000,26.0987,1
284000,26.0689,1
285000,26.1060,1
286000,26.0607,1
287000,26.0698,1
288000,26.0939,1
289000,26.1374,1
290000,26.0539,1
291000,26.1870,1
292000,26.1041,1
293000,26.1807,1
294000,26.1515,1
295000,26.2085,1
296000,26.1575,1
297000,26.1102,1
298000,26.1098,1
299000,26.1539,1
300000,26.1870,1
301000,26.2078,1
302000,26.0697,1
303000,26.0601,1
304000,26.0730,1
305000,26.0720,1
306000,26.0703,1
307000,26.0645,1
308000,26.1165,1
309000,26.0930,1
310000,26.2112,1
311000,26.2012,1
312000,26.2749,1
313000,26.2777,1
314000,26.2387,1
315000,26.2831,1
316000,26.1026,1
317000,26.1464,1
318000,26.2898,1
319000,26.2035,1
320000,26.1535,1
321000,26.2674,1
322000,26.2045,1
323000,26.2322,1
324000,26.1906,1
325000,26.1795,1
326000,26.1524,1
327000,26.2602,1
328000,26.3331,1
329000,26.3437,1
330000,26.3032,1
331000,26.3407,1
332000,26.2302,1
333000,26.2212,1
334000,26.3501,1
335000,26.2892,1
336000,26.3068,1
337000,26.1793,1
338000,26.2263,1
339000,26.2809,1
340000,26.3344,1
341000,26.3572,1
342000,26.3473,1
343000,26.2675,1
344000,26.2797,1
345000,26.3797,1
346000,26.4089,1
347000,26.3118,1
348000,26.2576,1
349000,26.3473,1
350000,26.3334,1
351000,26.3023,1
352000,26.2799,1
353000,26.3147,1
354000,26.3639,1
355000,26.2706,1
356000,26.3572,1
357000,26.4433,1
358000,26.4056,1
359000,26.3108,1
360000,26.3479,1
361000,26.2885,1
362000,26.4192,1
363000,26.4020,1
364000,26.3140,1
365000,26.3928,1
366000,26.4062,1
367000,26.4062,1
368000,26.3703,1
369000,26.3604,1
370000,26.3732,1
371000,26.5055,1
372000,26.3759,1
373000,26.4141,1
374000,26.4094,1
375000,26.3558,1
376000,26.4050,1
377000,26.3698,1
378000,26.3971,1
379000,26.4098,1
380000,26.4102,1
381000,26.5316,1
382000,26.4072,1
383000,26.4181,1
384000,26.4869,1
385000,26.4387,1
386000,26.4661,1
387000,26.4963,1
388000,26.3853,1
389000,26.5087,1
390000,26.3984,1
391000,26.4320,1
392000,26.5440,1
393000,26.5799,1
394000,26.5167,1
395000,26.4163,1
396000,26.4697,1
397000,26.4385,1
398000,26.5502,1
399000,26.4286,1
400000,26.4212,1
401000,26.9096,1
402000,26.9045,1
403000,26.8901,1
404000,26.8630,1
405000,26.9543,1
406000,26.8495,1
407000,26.9405,1
408000,26.8268,1
409000,26.8370,1
410000,26.8113,1
411000,26.8780,1
412000,26.8809,1
413000,26.7741,1
414000,26.8272,1
415000,26.8631,1
416000,26.8139,1
417000,26.8420,1
418000,26.8287,1
419000,26.8443,1
420000,26.7685,1
421000,26.7548,1
422000,26.6946,1
423000,26.8639,1
424000,26.8400,1
425000,26.7564,1
426000,26.8681,1
427000,26.8515,1
428000,26.6977,1
429000,26.8312,1
430000,26.7445,1
431000,26.7198,1
432000,26.7053,1
433000,26.7329,1
434000,26.6572,1
435000,26.6536,1
436000,26.6636,1
437000,26.6985,1
438000,26.6656,1
439000,26.6551,1
440000,26.7940,1
441000,26.7005,1
442000,26.7197,1
443000,26.7389,1
444000,26.8023,1
445000,26.6420,1
446000,26.6555,1
447000,26.7792,1
448000,26.7862,1
449000,26.7879,1
450000,26.7045,1
451000,26.6695,1
452000,26.6312,1
453000,26.7729,1
454000,26.7413,1
455000,26.6960,1
456000,26.7414,1
457000,26.6328,1
458000,26.6849,1
459000,26.7570,1
460000,26.5950,1
461000,26.6944,1
462000,26.6057,1
463000,26.7338,1
464000,26.7318,1
465000,26.6905,1
466000,26.6467,1
467000,26.5616,1
468000,26.6539,1
469000,26.6248,1
470000,26.6309,1
471000,26.5643,1
472000,26.7307,1
473000,26.6490,1
474000,26.6549,1
475000,26.7091,1
476000,26.7179,1
477000,26.6466,1
478000,26.6436,1
479000,26.7023,1
480000,26.6055,1
481000,26.7092,1
482000,26.5322,1
483000,26.6847,1
484000,26.6293,1
485000,26.6465,1
486000,26.7183,1
487000,26.5625,1
488000,26.5983,1
489000,26.6751,1
490000,26.6628,1
491000,26.6167,1
492000,26.6657,1
493000,26.6441,1
494000,26.6809,1
495000,26.6356,1
496000,26.5767,1
497000,26.5598,1
498000,26.5174,1
499000,26.5242,1
500000,26.5065,1
